customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,prev_campaign_outcome,term_deposit_subscribed
37.0,4,1,2,0,1602.0,1,0,2,11,6,34.0,3.0,3,0
30.0,4,0,1,0,-80.0,0,2,0,14,5,1287.0,2.0,3,0
47.0,1,1,0,0,210.0,1,2,2,9,6,178.0,1.0,3,0
36.0,2,0,1,0,-269.0,1,0,0,7,8,415.0,1.0,3,0
42.0,7,1,0,0,167.0,1,2,0,8,8,359.0,3.0,3,0
76.0,5,1,3,0,4804.0,0,0,1,3,3,895.0,2.0,2,1
28.0,9,2,2,0,1222.0,1,0,0,21,5,68.0,2.0,3,0
34.0,4,1,2,0,259.0,0,0,0,27,1,78.0,9.0,3,0
30.0,1,1,1,0,581.0,1,2,2,2,6,366.0,2.0,3,0
30.0,4,2,2,0,3242.0,1,0,2,19,8,1.0,1.0,3,0
33.0,4,2,2,0,5454.0,0,0,0,20,0,101.0,1.0,1,0
32.0,1,1,1,0,37.0,1,0,2,4,6,33.0,4.0,3,0
54.0,1,1,1,0,2851.0,1,0,0,7,8,310.0,1.0,3,0
61.0,5,1,1,0,0.0,0,0,0,28,1,592.0,3.0,3,0
41.0,6,1,0,0,2165.0,1,0,0,18,9,212.0,1.0,3,0
43.0,6,1,2,0,4325.0,1,0,2,19,6,100.0,1.0,3,0
44.0,6,1,1,0,14146.0,1,0,0,21,9,515.0,1.0,3,1
28.0,4,2,2,0,1631.0,0,0,2,6,6,296.0,2.0,3,0
45.0,1,1,0,0,2787.0,0,0,2,18,6,342.0,1.0,3,0
25.0,4,2,3,0,564.0,0,0,0,2,6,119.0,1.0,3,0
40.0,1,1,0,0,514.0,1,0,0,31,5,103.0,7.0,3,0
42.0,1,1,0,0,16435.0,0,0,2,9,6,134.0,1.0,3,0
38.0,1,1,0,0,-401.0,0,0,2,21,8,178.0,6.0,3,0
28.0,7,2,1,0,-266.0,0,2,0,10,5,161.0,6.0,3,0
27.0,1,1,1,0,258.0,1,0,0,24,5,143.0,1.0,3,0
50.0,0,1,1,0,70.0,1,0,2,3,6,48.0,2.0,3,0
31.0,7,1,1,0,24.0,1,0,0,13,8,71.0,1.0,0,0
43.0,0,1,1,0,1070.0,1,0,0,11,5,900.0,2.0,3,1
60.0,5,1,1,0,1030.0,1,2,0,5,1,217.0,1.0,3,0
45.0,10,0,1,0,174.0,0,0,2,19,6,93.0,2.0,3,0
27.0,9,2,1,0,787.0,0,0,0,20,1,706.0,3.0,3,0
40.0,0,2,1,0,2011.0,1,0,2,29,8,490.0,10.0,3,0
29.0,0,2,1,1,-8020.0,0,2,0,18,5,280.0,3.0,3,0
52.0,4,1,2,0,445.0,0,0,0,2,6,136.0,2.0,0,0
45.0,7,1,1,0,24.0,0,0,0,25,8,489.0,1.0,3,0
29.0,4,2,2,0,364.0,1,0,0,12,1,244.0,2.0,3,0
37.0,9,1,1,0,514.0,1,0,0,18,5,360.0,1.0,3,0
28.0,8,1,3,0,2231.0,0,0,2,9,5,33.0,1.0,1,0
58.0,1,1,1,0,523.0,0,2,1,23,5,120.0,4.0,3,0
33.0,4,1,2,0,278.0,1,0,0,24,5,374.0,2.0,3,0
32.0,9,2,1,0,712.0,0,0,0,14,1,287.0,8.0,3,0
41.0,4,1,0,0,1746.0,1,0,2,29,8,26.0,1.0,3,0
43.0,1,1,1,0,-4.0,1,0,0,17,0,132.0,2.0,3,0
39.0,1,1,0,0,65.0,1,0,2,30,8,152.0,19.0,3,0
49.0,10,1,0,1,-9.0,0,0,0,29,4,346.0,2.0,3,0
30.0,7,1,1,0,202.0,0,0,0,9,5,339.0,1.0,3,0
27.0,0,1,1,0,1473.0,1,0,2,27,8,462.0,1.0,3,0
49.0,1,1,1,0,6937.0,0,0,0,19,9,265.0,2.0,3,0
62.0,7,0,1,0,760.0,0,0,0,3,3,282.0,1.0,3,0
28.0,9,1,2,0,1336.0,1,2,0,10,5,97.0,6.0,3,0
55.0,3,1,0,0,131.0,0,0,0,29,5,94.0,2.0,3,0
36.0,7,1,1,0,55.0,0,0,1,2,3,1409.0,3.0,3,1
39.0,4,1,2,0,987.0,1,0,0,18,1,183.0,4.0,3,0
30.0,8,2,1,0,2048.0,0,0,1,10,1,150.0,1.0,3,0
33.0,4,2,2,0,1635.0,1,0,2,26,8,177.0,3.0,3,0
41.0,0,1,2,0,466.0,1,0,0,7,8,107.0,1.0,3,0
29.0,4,1,2,1,-5.0,0,0,0,14,5,131.0,4.0,3,0
56.0,4,1,2,0,6527.0,1,0,0,19,9,118.0,1.0,0,0
55.0,9,0,1,0,450.0,1,2,0,11,5,103.0,1.0,3,0
41.0,4,0,2,0,94.0,0,0,0,11,1,272.0,2.0,3,0
48.0,4,1,2,0,444.0,1,0,0,10,5,297.0,1.0,3,0
48.0,1,1,1,0,548.0,0,0,0,12,1,641.0,8.0,3,1
46.0,4,1,2,0,5882.0,0,0,0,13,1,236.0,2.0,3,0
36.0,4,1,1,0,1735.0,1,0,2,20,6,179.0,1.0,3,0
27.0,4,2,2,0,705.0,1,0,2,5,6,603.0,3.0,3,1
35.0,9,1,2,0,-482.0,1,0,0,29,5,105.0,3.0,3,0
34.0,1,1,0,0,-216.0,1,0,0,15,8,180.0,3.0,1,0
52.0,9,2,2,0,3.0,1,0,2,8,8,398.0,2.0,3,0
31.0,0,2,1,0,1257.0,0,0,2,3,6,91.0,3.0,3,0
31.0,0,2,1,0,594.0,1,0,0,17,0,351.0,1.0,0,0
42.0,9,2,1,0,414.0,0,0,0,21,5,188.0,1.0,3,0
42.0,1,1,1,0,688.0,0,0,0,20,9,39.0,2.0,3,0
56.0,9,1,1,0,940.0,0,0,0,11,1,184.0,4.0,3,0
40.0,1,2,0,0,-1.0,1,0,2,9,6,261.0,2.0,3,0
57.0,9,1,1,0,3900.0,1,0,1,28,5,588.0,4.0,3,1
48.0,5,2,0,0,3036.0,0,0,0,8,11,295.0,1.0,3,1
48.0,10,1,1,0,3537.0,1,0,0,12,1,239.0,2.0,3,0
30.0,1,1,0,0,57.0,0,0,2,27,6,231.0,1.0,3,0
29.0,1,1,1,0,332.0,1,0,2,8,8,216.0,1.0,3,0
38.0,10,2,1,0,1.0,0,0,0,27,1,27.0,3.0,3,0
34.0,4,2,2,0,616.0,1,0,0,17,0,63.0,2.0,3,0
43.0,1,1,1,0,-151.0,1,0,0,20,0,225.0,3.0,3,0
29.0,0,1,1,0,1228.0,0,0,0,11,10,477.0,1.0,2,0
59.0,3,1,0,0,-186.0,1,0,1,21,5,101.0,7.0,3,0
52.0,1,1,0,0,217.0,1,0,1,13,8,132.0,1.0,0,0
32.0,4,2,2,0,3676.0,1,0,0,21,9,136.0,1.0,0,0
51.0,1,0,0,0,4397.0,0,0,1,11,9,253.0,1.0,2,1
61.0,3,1,0,0,185.0,0,0,0,26,0,179.0,5.0,0,0
28.0,1,1,1,0,600.0,1,0,0,17,0,93.0,2.0,0,0
36.0,4,2,2,0,7181.0,1,0,2,6,6,39.0,8.0,3,0
40.0,4,1,2,0,-1.0,1,0,0,21,5,461.0,1.0,3,0
44.0,3,1,0,1,14.0,0,0,2,11,6,76.0,1.0,3,0
48.0,4,1,1,0,141.0,1,0,2,21,8,63.0,10.0,3,0
30.0,4,1,2,0,1407.0,0,0,0,6,1,154.0,4.0,3,0
65.0,5,1,1,0,1366.0,0,0,0,12,1,187.0,1.0,3,0
27.0,0,2,1,0,427.0,1,2,2,27,8,114.0,2.0,3,0
36.0,0,1,1,0,4197.0,1,0,0,12,8,210.0,2.0,3,0
53.0,4,0,2,0,2.0,0,0,2,6,6,450.0,4.0,3,0
45.0,9,2,1,0,146.0,1,0,2,13,8,228.0,1.0,3,0
31.0,7,2,1,0,63.0,0,2,2,30,6,447.0,2.0,3,0
36.0,1,1,0,0,1409.0,1,0,2,20,8,627.0,2.0,3,0
32.0,7,1,3,0,-52.0,1,2,0,18,5,439.0,4.0,3,0
40.0,9,2,1,0,197.0,1,0,0,14,8,334.0,6.0,0,0
54.0,5,1,1,0,-490.0,0,2,2,3,5,178.0,2.0,3,0
33.0,4,1,2,0,515.0,1,0,0,4,8,439.0,3.0,0,1
42.0,3,1,0,0,3154.0,0,0,2,18,6,335.0,7.0,3,0
29.0,6,2,2,0,366.0,0,0,0,21,9,144.0,2.0,3,0
51.0,4,1,2,0,-2717.0,1,2,0,2,0,241.0,1.0,3,0
41.0,5,1,0,0,7293.0,0,0,2,11,6,23.0,2.0,3,0
42.0,7,2,1,0,1627.0,1,0,2,20,8,82.0,1.0,3,0
62.0,3,1,1,0,870.0,0,0,0,8,5,856.0,3.0,3,0
50.0,4,0,2,0,110.0,0,0,0,25,1,74.0,10.0,3,0
47.0,1,1,0,0,759.0,1,0,0,7,8,379.0,2.0,0,0
37.0,4,1,2,0,1067.0,1,2,0,9,5,179.0,1.0,3,0
37.0,4,2,2,0,1684.0,1,0,0,19,9,142.0,1.0,0,0
55.0,3,1,0,0,255.0,1,0,2,16,8,47.0,3.0,3,0
36.0,9,1,1,0,2729.0,1,0,0,8,0,69.0,1.0,3,0
58.0,3,1,0,0,4606.0,0,0,0,4,1,199.0,1.0,3,0
51.0,1,0,1,0,-443.0,1,0,0,8,8,211.0,2.0,3,0
50.0,3,1,1,0,3571.0,0,0,0,24,2,67.0,3.0,0,0
55.0,9,0,1,0,181.0,0,0,2,13,8,20.0,1.0,3,0
43.0,1,1,1,0,2045.0,1,2,0,7,8,164.0,1.0,0,0
56.0,1,1,1,0,643.0,0,0,0,21,1,39.0,3.0,3,0
47.0,9,2,2,0,2.0,0,0,0,18,1,791.0,4.0,3,1
64.0,4,1,2,0,1452.0,0,0,0,10,8,179.0,6.0,3,0
54.0,1,1,1,0,6107.0,0,0,0,3,3,208.0,1.0,3,1
41.0,7,2,1,0,-8020.0,1,0,0,17,0,345.0,2.0,3,0
45.0,4,1,3,0,1529.0,0,0,0,29,5,48.0,2.0,3,0
26.0,0,2,2,0,2174.0,1,0,0,26,8,61.0,1.0,0,0
28.0,0,2,1,0,-314.0,1,2,2,4,6,204.0,1.0,3,0
46.0,1,1,0,0,5462.0,1,0,0,20,9,827.0,2.0,3,1
48.0,1,1,1,0,1740.0,0,0,2,18,6,55.0,1.0,3,0
52.0,5,1,1,0,964.0,1,0,0,28,4,48.0,1.0,3,0
38.0,9,2,1,0,162.0,1,0,2,18,9,25.0,1.0,3,0
35.0,9,1,0,0,1.0,0,0,2,21,8,51.0,2.0,3,0
33.0,4,1,2,0,-5.0,1,0,2,2,6,216.0,1.0,3,0
51.0,0,1,1,0,3026.0,0,0,0,7,8,476.0,1.0,1,1
37.0,6,0,1,0,228.0,0,0,2,6,6,255.0,1.0,3,0
38.0,6,1,0,0,774.0,1,0,2,14,8,148.0,1.0,3,0
44.0,7,1,1,0,-389.0,0,2,0,8,5,172.0,1.0,3,0
42.0,1,1,1,0,2525.0,1,0,2,29,8,1216.0,2.0,3,0
43.0,1,1,0,0,2095.0,0,0,2,5,6,138.0,2.0,3,0
58.0,5,1,1,0,7034.0,0,0,1,7,10,145.0,4.0,3,0
41.0,4,0,2,0,670.0,0,0,0,13,1,147.0,3.0,3,0
52.0,1,0,0,0,-29.0,0,2,2,2,5,201.0,2.0,3,0
38.0,6,0,2,0,6388.0,1,0,0,21,9,62.0,2.0,3,0
52.0,4,0,2,0,2677.0,0,0,0,20,9,305.0,3.0,3,0
29.0,0,0,2,0,145.0,1,0,0,12,8,62.0,1.0,0,0
37.0,9,2,1,0,395.0,1,0,0,13,8,483.0,2.0,0,1
33.0,1,2,1,0,3840.0,1,0,0,18,9,472.0,3.0,3,0
31.0,1,2,1,0,14.0,1,0,0,12,8,291.0,1.0,3,0
55.0,5,2,1,0,975.0,1,0,0,9,5,102.0,1.0,3,0
40.0,1,2,0,0,-98.0,1,0,0,6,8,210.0,1.0,3,0
59.0,1,1,1,0,1312.0,0,0,0,28,4,179.0,2.0,0,0
37.0,1,2,0,0,256.0,1,0,0,20,9,153.0,1.0,3,0
29.0,2,0,0,0,4.0,1,2,0,20,9,489.0,3.0,3,0
31.0,7,1,1,0,194.0,1,2,0,25,5,164.0,2.0,3,0
33.0,0,0,1,0,532.0,0,0,0,4,3,277.0,1.0,3,0
48.0,7,1,1,0,505.0,0,0,2,20,6,152.0,3.0,3,0
37.0,0,2,1,0,-1.0,0,0,0,21,9,235.0,2.0,3,0
39.0,7,1,1,0,799.0,1,0,0,20,0,63.0,4.0,3,0
24.0,4,2,2,0,731.0,1,0,0,30,0,101.0,1.0,3,0
36.0,4,1,2,0,1336.0,0,0,0,20,1,264.0,8.0,3,0
37.0,1,1,0,0,-4.0,1,0,0,10,5,405.0,1.0,3,0
26.0,1,1,1,0,9.0,1,2,0,17,0,477.0,1.0,3,0
29.0,1,2,1,0,520.0,0,2,0,8,5,674.0,1.0,3,1
47.0,4,0,2,0,2305.0,0,0,0,14,1,106.0,3.0,3,0
48.0,6,1,1,0,353.0,1,2,0,15,8,302.0,3.0,0,0
25.0,9,2,2,0,2484.0,1,0,1,27,3,344.0,2.0,3,1
55.0,5,1,1,0,6446.0,0,0,2,19,6,492.0,1.0,3,0
37.0,4,1,2,0,37.0,0,0,0,21,1,251.0,4.0,3,0
37.0,4,1,2,0,2179.0,1,0,0,26,0,128.0,2.0,3,0
31.0,7,1,1,0,204.0,0,0,0,9,11,327.0,1.0,3,0
50.0,9,0,0,0,1501.0,0,0,2,15,8,167.0,3.0,3,0
35.0,1,2,1,0,8037.0,1,0,0,13,8,154.0,2.0,3,0
59.0,4,0,2,0,905.0,1,0,0,25,5,160.0,2.0,3,0
52.0,1,0,0,0,2059.0,1,0,2,14,8,430.0,2.0,3,0
53.0,6,1,2,0,141.0,0,0,0,18,9,159.0,2.0,0,0
36.0,4,0,2,0,124.0,0,0,0,14,8,154.0,1.0,3,0
54.0,0,1,1,0,1228.0,0,0,0,27,1,102.0,7.0,3,0
35.0,9,1,2,0,2047.0,0,0,0,22,1,133.0,4.0,3,0
43.0,1,1,0,0,2950.0,0,0,0,3,1,401.0,2.0,1,1
57.0,11,1,3,0,1538.0,0,0,0,5,1,799.0,1.0,3,0
38.0,1,2,1,0,339.0,0,2,2,16,6,541.0,3.0,3,0
52.0,10,1,1,0,3979.0,0,0,0,30,4,104.0,1.0,3,0
35.0,2,1,1,0,-126.0,0,0,0,24,5,133.0,5.0,3,0
36.0,1,1,0,0,104.0,1,0,0,25,1,498.0,1.0,0,1
28.0,7,2,2,0,804.0,0,0,0,30,0,253.0,1.0,3,0
33.0,7,1,1,0,1048.0,1,0,0,20,0,105.0,2.0,3,0
50.0,1,1,1,0,1151.0,1,2,0,29,5,124.0,2.0,3,0
23.0,9,2,2,0,403.0,0,0,0,5,8,171.0,2.0,3,1
46.0,4,1,0,0,-290.0,1,0,1,17,9,95.0,1.0,3,0
32.0,1,1,0,0,-451.0,1,2,0,18,8,810.0,5.0,0,1
50.0,4,1,2,0,306.0,1,0,2,30,8,201.0,2.0,3,0
25.0,7,1,1,0,5.0,1,0,0,28,5,212.0,2.0,3,0
33.0,9,1,1,0,82.0,0,0,0,19,1,668.0,2.0,3,0
43.0,7,1,1,0,6749.0,0,2,0,20,9,96.0,2.0,3,0
36.0,0,1,1,0,-5.0,1,0,1,16,5,272.0,5.0,3,0
47.0,4,1,2,0,1303.0,1,0,2,27,8,134.0,1.0,3,0
62.0,5,1,0,0,3.0,0,0,0,26,1,50.0,2.0,3,0
39.0,4,1,1,0,16235.0,1,0,0,21,9,156.0,3.0,3,0
35.0,1,1,1,0,308.0,1,0,2,4,6,160.0,2.0,3,0
55.0,1,1,1,0,-3.0,1,0,0,14,8,109.0,5.0,3,0
52.0,5,0,2,0,1215.0,0,2,2,5,6,152.0,1.0,3,0
19.0,9,2,2,0,59.0,0,2,0,8,5,128.0,1.0,3,0
48.0,4,1,2,0,206.0,1,0,0,4,3,96.0,1.0,3,0
29.0,4,2,2,0,506.0,0,0,0,12,0,361.0,2.0,1,0
31.0,10,1,1,0,429.0,1,0,0,7,0,210.0,2.0,1,0
30.0,1,2,1,0,125.0,0,0,0,4,3,522.0,2.0,3,0
42.0,9,1,1,0,426.0,1,0,0,16,5,411.0,1.0,3,0
57.0,4,1,2,0,2534.0,0,0,0,19,1,82.0,5.0,3,0
57.0,5,1,1,0,187.0,0,0,0,14,1,160.0,2.0,3,0
36.0,9,0,1,0,-276.0,1,0,2,29,8,192.0,3.0,3,0
30.0,9,1,1,0,-3.0,0,0,2,12,8,39.0,2.0,3,0
46.0,4,0,2,0,305.0,0,0,0,29,1,130.0,2.0,3,0
46.0,1,1,0,0,196.0,1,0,2,28,8,87.0,2.0,3,0
42.0,0,1,1,0,-506.0,0,2,0,8,5,315.0,3.0,3,0
40.0,9,1,1,0,1.0,0,0,0,26,1,63.0,4.0,3,0
43.0,0,0,1,0,3159.0,0,0,0,21,9,126.0,3.0,3,0
46.0,2,2,2,0,315.0,1,0,0,5,3,1005.0,4.0,3,1
29.0,4,2,2,0,4008.0,1,0,2,4,6,376.0,1.0,3,0
54.0,9,1,0,0,1277.0,1,0,0,14,5,102.0,4.0,3,0
31.0,0,1,1,0,514.0,0,0,0,27,1,25.0,7.0,3,0
27.0,1,1,1,0,725.0,0,2,0,17,5,245.0,1.0,3,0
37.0,0,1,1,0,520.0,1,0,2,23,8,410.0,1.0,3,0
34.0,4,2,2,0,253.0,1,0,0,29,1,119.0,4.0,3,0
52.0,1,1,0,0,85.0,1,0,2,9,8,229.0,3.0,3,0
41.0,9,1,2,0,210.0,0,0,0,20,10,144.0,2.0,2,1
35.0,1,1,0,0,357.0,1,2,0,19,9,157.0,1.0,3,0
32.0,1,2,1,0,187.0,0,0,0,25,5,68.0,2.0,3,0
40.0,4,1,2,0,301.0,0,0,0,15,7,218.0,2.0,0,0
31.0,1,2,3,0,15.0,1,0,2,29,8,257.0,4.0,3,0
54.0,5,1,1,0,1844.0,0,0,0,18,2,144.0,2.0,2,0
51.0,0,1,1,0,1231.0,1,2,0,8,3,112.0,2.0,2,0
36.0,0,1,1,0,961.0,0,0,1,18,9,31.0,3.0,3,0
34.0,9,1,2,0,-368.0,1,0,0,26,1,91.0,7.0,3,0
51.0,0,1,1,0,1914.0,1,0,2,14,8,193.0,2.0,3,0
31.0,9,1,1,0,258.0,1,0,0,12,1,190.0,2.0,0,0
41.0,4,1,1,0,-477.0,1,0,0,6,8,312.0,1.0,3,0
31.0,9,2,2,0,123.0,1,0,0,27,1,10.0,17.0,3,0
48.0,3,1,0,0,3509.0,0,0,0,30,10,170.0,1.0,0,1
40.0,1,1,1,0,487.0,1,0,0,8,8,224.0,2.0,0,0
46.0,0,1,1,0,4955.0,1,0,0,17,9,80.0,3.0,1,0
23.0,7,2,1,0,1123.0,1,0,0,18,8,1080.0,1.0,3,1
39.0,7,1,1,0,-221.0,1,2,2,21,8,217.0,1.0,3,0
46.0,9,2,2,0,5334.0,0,0,2,28,8,85.0,2.0,3,0
62.0,4,1,2,0,1101.0,0,0,0,12,4,135.0,1.0,1,0
42.0,6,1,2,0,426.0,1,0,0,2,3,220.0,1.0,0,0
34.0,4,2,2,0,638.0,0,0,0,8,8,278.0,1.0,3,0
42.0,4,2,2,0,1205.0,0,0,0,9,5,162.0,2.0,3,0
35.0,4,1,2,0,403.0,1,0,2,13,8,817.0,2.0,3,0
33.0,9,2,2,0,1244.0,1,0,0,30,0,528.0,1.0,2,1
60.0,1,1,1,0,1796.0,0,0,1,29,10,182.0,1.0,3,0
32.0,8,2,2,0,871.0,1,0,0,7,1,266.0,2.0,3,0
55.0,2,1,2,0,40000.0,0,0,0,6,1,57.0,3.0,3,0
52.0,6,1,1,0,156.0,1,0,2,5,6,59.0,1.0,3,0
53.0,1,1,1,0,382.0,0,0,0,20,1,195.0,3.0,3,0
28.0,4,1,2,0,928.0,0,0,0,17,5,1194.0,1.0,3,0
50.0,6,0,1,0,1290.0,0,0,2,20,6,7.0,3.0,3,0
53.0,5,1,0,0,4.0,0,0,2,5,6,271.0,1.0,3,0
35.0,1,2,1,0,145.0,1,0,0,7,8,284.0,2.0,0,0
52.0,10,1,1,0,-267.0,0,2,2,19,6,195.0,2.0,3,0
32.0,9,2,1,0,177.0,1,0,0,13,8,24.0,7.0,3,0
54.0,1,1,0,0,-264.0,1,0,2,16,8,164.0,6.0,3,0
57.0,5,1,2,0,1295.0,0,0,0,1,6,168.0,1.0,0,0
30.0,9,2,2,0,239.0,1,0,2,16,8,201.0,1.0,3,0
26.0,1,2,1,0,7526.0,0,0,0,15,8,59.0,2.0,3,0
41.0,1,1,1,0,-646.0,1,0,0,21,9,296.0,2.0,3,0
35.0,7,2,1,0,325.0,1,2,0,7,5,228.0,4.0,3,0
37.0,1,2,1,0,1117.0,0,0,2,16,6,194.0,3.0,3,0
32.0,9,0,1,0,10.0,1,0,0,6,8,551.0,2.0,3,0
48.0,9,1,1,0,-581.0,0,1,0,20,1,179.0,2.0,3,0
41.0,4,1,3,0,274.0,0,0,0,9,0,101.0,2.0,0,0
59.0,10,0,1,0,40000.0,0,0,0,3,3,113.0,1.0,3,0
47.0,9,1,2,0,499.0,0,0,2,1,5,308.0,2.0,3,0
31.0,9,1,2,0,1333.0,1,0,0,17,5,179.0,2.0,3,0
41.0,1,1,1,0,225.0,1,2,0,21,5,49.0,1.0,3,0
35.0,4,1,2,0,1044.0,0,0,0,8,1,530.0,4.0,3,1
45.0,0,0,1,0,479.0,0,0,0,2,3,67.0,2.0,3,0
47.0,1,0,1,0,2443.0,0,0,2,19,6,203.0,2.0,3,0
30.0,9,2,2,0,320.0,1,0,2,3,6,25.0,16.0,3,0
48.0,1,0,0,0,1926.0,1,0,2,6,8,224.0,3.0,3,0
33.0,8,2,3,0,174.0,0,0,2,12,6,93.0,1.0,3,0
36.0,4,2,2,0,494.0,0,0,2,20,6,27.0,3.0,3,0
39.0,1,1,0,0,-157.0,1,2,2,17,6,46.0,1.0,3,0
53.0,5,1,1,0,103.0,1,0,1,11,8,283.0,1.0,0,0
59.0,5,1,1,0,777.0,1,2,0,12,1,129.0,5.0,3,0
34.0,1,1,0,0,213.0,1,0,0,20,0,198.0,1.0,0,0
40.0,4,1,2,0,2887.0,0,0,0,19,9,43.0,1.0,3,0
27.0,1,2,1,0,968.0,1,0,0,17,0,283.0,1.0,1,0
49.0,3,2,2,0,-5.0,0,0,2,6,6,422.0,2.0,3,0
34.0,9,2,2,0,420.0,0,2,0,14,5,122.0,3.0,3,0
37.0,1,0,1,0,146.0,0,0,0,29,5,716.0,4.0,3,0
42.0,4,1,2,0,6056.0,1,0,0,30,0,317.0,1.0,0,0
56.0,4,0,2,0,3217.0,0,0,0,14,1,86.0,2.0,3,0
48.0,2,1,1,0,86.0,1,0,0,12,8,367.0,1.0,3,0
32.0,4,1,2,0,2384.0,1,2,2,2,6,304.0,2.0,3,0
59.0,11,1,3,0,1497.0,0,0,0,4,1,244.0,1.0,1,0
34.0,10,1,1,0,754.0,0,0,0,19,9,562.0,3.0,3,0
36.0,9,1,1,0,57.0,1,1,0,5,8,240.0,1.0,0,0
36.0,4,2,2,0,1574.0,0,0,0,20,1,93.0,6.0,3,0
36.0,1,0,1,0,628.0,1,0,0,15,8,57.0,4.0,0,0
40.0,9,1,1,0,828.0,0,0,0,25,1,152.0,3.0,3,0
34.0,9,1,1,0,5378.0,0,0,0,25,1,130.0,6.0,3,0
46.0,4,1,2,0,165.0,0,0,0,27,0,114.0,2.0,3,0
49.0,4,2,2,0,349.0,1,0,2,19,8,176.0,3.0,3,0
42.0,7,1,1,0,3722.0,1,0,0,29,5,382.0,2.0,3,0
35.0,9,1,1,0,181.0,1,0,0,13,8,257.0,1.0,3,0
37.0,0,1,1,0,177.0,1,0,2,23,8,99.0,1.0,3,0
51.0,2,1,2,0,18903.0,1,0,2,2,6,99.0,3.0,3,0
56.0,0,1,3,0,4320.0,0,0,2,5,6,288.0,2.0,3,0
43.0,4,0,2,0,834.0,1,0,0,11,8,322.0,1.0,0,0
33.0,9,1,1,0,96.0,0,0,0,18,1,115.0,4.0,3,0
56.0,3,1,2,0,6311.0,0,0,0,21,9,78.0,1.0,3,0
27.0,1,1,1,0,62.0,1,0,2,19,6,993.0,1.0,3,1
34.0,7,2,1,0,-3.0,1,0,0,12,8,400.0,6.0,3,0
58.0,4,0,2,0,50.0,1,0,0,21,9,677.0,4.0,0,0
28.0,0,2,3,0,863.0,0,0,0,14,6,231.0,4.0,3,1
33.0,9,2,1,0,221.0,1,0,0,18,8,0.0,5.0,3,0
60.0,4,2,2,0,16.0,0,0,1,28,1,300.0,19.0,3,0
24.0,0,1,1,0,60.0,1,2,0,7,8,295.0,1.0,1,0
37.0,4,1,2,0,1547.0,1,0,2,29,8,1596.0,2.0,3,0
53.0,9,1,1,0,172.0,1,2,0,8,1,81.0,2.0,3,0
32.0,9,2,2,0,915.0,0,0,2,9,6,310.0,1.0,3,0
37.0,7,1,3,0,10191.0,1,0,0,18,9,204.0,2.0,0,0
31.0,1,1,0,0,66.0,0,0,1,7,5,36.0,1.0,3,0
44.0,7,0,1,0,2419.0,1,0,2,14,8,294.0,3.0,3,0
61.0,5,0,2,0,381.0,0,0,0,21,5,209.0,1.0,3,0
44.0,0,1,1,0,1800.0,0,0,0,11,1,71.0,2.0,3,0
44.0,9,1,1,0,-101.0,1,0,2,7,8,410.0,3.0,3,0
27.0,0,1,2,0,1715.0,0,2,2,2,5,199.0,2.0,3,0
47.0,9,1,1,0,782.0,0,0,0,23,5,34.0,1.0,3,0
35.0,9,2,1,0,68.0,1,0,0,21,10,182.0,2.0,1,0
28.0,0,2,2,0,308.0,0,2,0,23,11,140.0,1.0,0,0
26.0,1,2,0,0,878.0,1,0,2,4,6,153.0,3.0,3,0
46.0,0,1,1,0,-209.0,0,0,2,30,8,158.0,1.0,3,0
48.0,9,1,1,0,616.0,1,0,0,18,8,15.0,4.0,3,0
32.0,9,2,1,0,4.0,0,0,0,7,5,156.0,2.0,3,0
41.0,7,1,1,0,945.0,1,0,0,12,8,179.0,3.0,0,0
51.0,1,1,0,0,59.0,1,0,2,5,8,637.0,3.0,3,0
32.0,0,1,1,0,356.0,0,2,0,18,9,119.0,3.0,3,0
45.0,2,1,1,0,3.0,0,0,2,14,8,230.0,2.0,3,0
33.0,9,1,1,0,-2.0,0,0,0,6,1,269.0,2.0,3,0
29.0,1,1,1,0,10.0,1,0,0,29,5,185.0,4.0,3,0
31.0,8,2,2,0,746.0,0,0,0,20,1,137.0,3.0,3,0
64.0,10,1,1,0,3194.0,0,0,1,2,7,900.0,1.0,3,1
32.0,4,2,2,0,12689.0,1,0,0,20,9,163.0,1.0,0,0
24.0,7,2,1,0,31.0,0,0,0,1,6,208.0,1.0,3,1
44.0,0,1,1,0,1646.0,0,0,0,27,1,21.0,13.0,3,0
48.0,9,1,1,0,-505.0,1,0,2,7,8,78.0,5.0,3,0
35.0,7,1,1,0,-1.0,1,0,0,24,5,822.0,1.0,3,0
25.0,1,1,0,0,107.0,1,0,0,4,8,228.0,6.0,1,0
31.0,9,1,1,0,766.0,1,2,0,14,0,835.0,2.0,3,1
43.0,4,1,2,0,-499.0,0,0,0,31,5,6.0,17.0,3,0
76.0,5,0,0,0,82.0,0,0,0,12,1,179.0,1.0,3,0
26.0,8,2,2,0,8.0,0,0,0,15,5,886.0,5.0,3,1
35.0,1,1,3,0,247.0,1,0,2,6,8,16.0,1.0,3,0
36.0,9,2,1,0,1179.0,1,0,0,21,9,26.0,3.0,0,0
50.0,5,1,1,0,1051.0,0,0,0,21,9,104.0,5.0,3,0
46.0,4,1,2,0,-113.0,1,0,0,20,0,265.0,1.0,3,0
31.0,9,2,2,0,0.0,1,0,2,13,8,51.0,2.0,3,0
